states: t,states: v,states: x
48.0,0.67322856,19.94256
49.0,0.64478874,20.279175
50.0,0.5626483,20.60157
51.0,0.47003075,20.882895
52.0,0.36810246,21.11791
53.0,0.27923667,21.301962
54.0,0.24151328,21.44158
55.0,0.14778352,21.562336
56.0,0.052810192,21.636229
57.0,0.019895732,21.662634
58.0,-0.0040311515,21.672583
59.0,-0.063296944,21.670567
60.0,-0.13255775,21.638918
61.0,-0.20504653,21.57264
62.0,-0.2196967,21.470116
63.0,-0.20549303,21.360268
64.0,-0.24008042,21.25752
65.0,-0.25566903,21.13748
66.0,-0.27983293,21.009645
67.0,-0.29634356,20.869728
68.0,-0.31655896,20.721556
69.0,-0.28529012,20.563276
70.0,-0.28574455,20.420631
71.0,-0.26205593,20.27776
72.0,-0.20318574,20.146732
73.0,-0.13687563,20.04514
74.0,-0.057388544,19.976702
75.0,-0.036010742,19.948008
76.0,0.0049990416,19.930002
77.0,0.076639235,19.9325
78.0,0.08074033,19.970821
79.0,0.12436479,20.011192
80.0,0.15531236,20.073374
81.0,0.21837354,20.15103
82.0,0.20427799,20.260216
83.0,0.1943368,20.362354
84.0,0.16307038,20.459522
85.0,0.19275951,20.541058
86.0,0.21955639,20.637438
87.0,0.22904581,20.747215
88.0,0.19501787,20.861738
89.0,0.12195817,20.959248
90.0,0.09207621,21.020227
91.0,0.06573868,21.066265
92.0,0.034665853,21.099134
93.0,0.00778988,21.116467
94.0,-0.02725494,21.120361
95.0,-0.0711056,21.106733
96.0,-0.16044658,21.07118
97.0,-0.22102654,20.990957
98.0,-0.2757101,20.880444
99.0,-0.2757101,20.742588
100.0,-0.2757101,20.604733
1.0,-1.2531675,174.10057
2.0,-1.7452967,173.47398
3.0,-2.2372534,172.60133
4.0,-2.72921,171.48271
5.0,-3.2211554,170.1181
6.0,-3.7129562,168.50752
7.0,-4.2043586,166.65105
8.0,-4.695088,164.54887
9.0,-5.186434,162.20132
10.0,-5.6761613,159.60811
11.0,-6.167983,156.77003
12.0,-6.6572714,153.68605
13.0,-7.1481466,150.35742
14.0,-7.6385927,146.78336
