states: t,states: v,states: x
58.0,3.53009,-17.6137
59.0,3.83728,-15.8486
60.0,3.51776,-13.93
61.0,3.327,-12.1711
62.0,3.74942,-10.5076
63.0,3.909,-8.63291
64.0,4.03823,-6.67841
65.0,4.37906,-4.6593
66.0,3.91087,-2.46977
67.0,3.71134,-0.514333
68.0,3.60421,1.34134
69.0,3.48858,3.14344
70.0,3.22585,4.88773
71.0,3.31918,6.50065
72.0,2.97252,8.16024
73.0,2.87286,9.64651
74.0,2.29722,11.0829
75.0,2.19554,12.2315
76.0,2.18828,13.3293
77.0,2.13961,14.4235
78.0,2.14425,15.4933
79.0,2.57862,16.5654
80.0,2.37718,17.8547
81.0,2.0813,19.0433
82.0,1.51228,20.0839
83.0,1.34659,20.8401
84.0,1.18553,21.5134
85.0,0.995163,22.1061
86.0,0.987251,22.6037
87.0,0.936184,23.0973
88.0,0.474141,23.5654
89.0,-0.0926411,23.8025
90.0,-0.101462,23.7562
91.0,-0.677796,23.7055
92.0,-0.642755,23.3666
93.0,-0.754273,23.0452
94.0,-0.96812,22.668
95.0,-0.917164,22.184
96.0,-1.44957,21.7254
97.0,-0.907583,21.0006
98.0,-1.08168,20.5468
99.0,-1.68598,20.006
100.0,-1.70122,19.163
1.0,0.564746,18.3176
2.0,0.213885,18.5999
3.0,0.12976,18.7069
4.0,0.195422,18.7718
5.0,0.471181,18.8695
6.0,0.341297,19.1051
7.0,0.246157,19.2757
8.0,0.108925,19.3988
9.0,-0.0889532,19.4533
10.0,-0.664209,19.4088
11.0,-1.12373,19.0767
12.0,-1.27167,18.5148
13.0,-1.47617,17.879
14.0,-1.85096,17.1409
15.0,-1.7529,16.2154
16.0,-1.86776,15.339
17.0,-2.13897,14.4051
18.0,-2.21008,13.3356
19.0,-2.20815,12.2306
20.0,-2.0997,11.1265
21.0,-2.05222,10.0766
22.0,-2.39351,9.05052
23.0,-2.3258,7.85377
24.0,-2.41586,6.69087
25.0,-2.07397,5.48294
26.0,-2.15761,4.44596
27.0,-2.0164,3.36715
28.0,-1.74135,2.35895
29.0,-1.55087,1.48828
30.0,-1.24565,0.71284
31.0,-1.24038,0.0900133
32.0,-1.35952,-0.530177
33.0,-1.40011,-1.20994
34.0,-1.53837,-1.90999
35.0,-1.65717,-2.67917
36.0,-1.63191,-3.50776
37.0,-0.998431,-4.32371
38.0,-1.343,-4.82293
39.0,-1.18453,-5.49443
40.0,-0.972917,-6.08669
41.0,-1.04189,-6.57315
42.0,-0.914236,-7.0941
43.0,-0.880245,-7.55121
44.0,-0.598612,-7.99134
45.0,-0.687937,-8.29064
46.0,-0.293753,-8.63461
47.0,-0.545146,-8.78149
